country_name,party_id,farright,v2paanteli,v2papeople,v2paopresp,v2paplur,v2paminor,v2paviol,v2paimmig,v2palgbt,v2paculsup,v2parelig,v2pagender,v2pawomlab,v2pariglef,v2pawelf,v2paclient
Germany,1545,0,1.144,-1.736,1.902,1.147,2.085,1.412,1.299,3.262,2.317,2.051,3.566,2.866,-3.398,3.081,-2.706
Germany,1545,0,0.981,-1.752,1.867,1.147,2.085,1.412,1.304,3.233,2.317,2.033,3.566,2.866,-3.431,3.089,-2.706
Germany,1731,0,-2.347,-0.406,1.87,1.844,0.15,1.851,-1.993,-1.034,0.18,-2.205,-0.759,-2.772,0.583,-0.054,-1.635
Germany,1731,0,-2.347,-0.407,1.87,1.844,0.15,1.851,-1.95,-1.034,0.184,-2.205,-0.759,-1.928,0.583,-0.054,-1.635
Germany,1731,0,-2.347,-0.39,1.87,1.844,0.15,1.851,-1.96,-1.034,0.184,-2.205,-0.759,-1.917,0.583,-0.054,-1.635
Germany,1731,0,-2.347,-0.384,1.87,1.844,0.15,1.851,-2.054,-1.034,0.184,-2.185,-0.236,-1.436,0.583,-0.054,-1.635
Germany,1731,0,-2.347,-0.384,1.87,1.844,0.429,1.851,-2.068,-1.034,0.167,-1.814,0.216,-1.429,0.583,-0.054,-1.635
Germany,1731,0,-2.347,-0.378,1.87,1.844,0.429,1.851,-2.077,-0.673,0.183,-1.814,0.574,-1.429,0.583,-0.054,-1.635
Germany,1731,0,-2.347,-0.378,1.87,1.844,0.429,1.851,-1.648,-0.553,0.183,-1.688,1.317,-0.521,0.583,-0.054,-1.635
Germany,1731,0,-2.308,-0.736,1.87,1.844,0.444,1.851,-1.654,-0.578,0.295,-1.702,1.787,-0.302,0.583,-0.054,-1.381
Germany,1816,0,0.152,-2.49,1.935,1.86,2.295,1.791,4.45,3.965,2.675,1.962,4.164,2.861,-0.878,2.339,-2.671
Germany,1816,0,-0.117,-2.49,1.935,1.86,2.295,1.791,4.45,3.965,2.675,1.962,4.137,2.861,-0.878,1.293,-2.671
Germany,1816,0,-0.368,-2.49,1.868,1.86,2.295,1.791,4.45,3.965,3.501,2.05,4.124,2.861,-0.673,1.293,-2.671
Germany,1816,0,-0.546,-2.49,1.868,1.86,2.295,1.791,4.45,3.965,3.501,2.05,4.18,2.861,-0.673,1.293,-2.671
Germany,1816,0,-0.358,-2.49,1.868,1.86,2.295,1.791,4.45,3.965,3.501,2.05,4.18,2.861,-0.673,1.293,-2.671
Germany,1816,0,-0.358,-2.49,1.868,1.86,2.295,1.791,4.45,3.965,3.501,2.05,4.18,2.861,-0.673,1.293,-2.671
Germany,1816,0,-0.358,-2.487,1.85,1.866,2.311,1.791,4.45,3.965,3.522,2.027,4.18,2.861,-0.673,1.293,-2.671
Germany,1976,0,2.283,1.294,-0.709,0.397,-0.715,0.332,-3.614,-1.542,-0.53,0.069,-0.089,-0.714,1.21,-0.841,-2.136
Germany,1976,1,3.313,2.452,-1.504,0.41,-2.044,0.118,-2.801,-2.097,-2.753,0.073,0.205,-1.453,0.471,-1.002,-2.136
Greece,48,0,3.63,1.811,-0.863,0.25,-0.901,-0.416,1.533,-0.032,0.772,1.99,0.661,1.583,-3.533,2.035,-0.476
Greece,48,0,3.63,1.811,-0.863,0.25,-0.901,-0.416,1.533,-0.032,0.772,1.99,0.661,1.583,-3.533,2.035,-0.476
Greece,48,0,3.63,1.811,-0.863,0.25,-0.901,-0.416,1.533,-0.032,0.772,1.99,0.226,1.583,-3.533,2.035,-0.476
Greece,48,0,3.63,1.811,-0.863,0.25,-0.901,-0.416,1.533,-0.032,0.772,1.99,0.586,1.583,-3.533,2.035,-0.476
Greece,48,0,3.63,1.811,-0.863,0.25,-0.628,-0.078,1.533,-0.032,0.772,1.99,0.586,1.583,-3.533,2.035,-0.476
Greece,48,0,3.637,1.809,-1.179,0.256,-0.873,-0.106,1.538,-0.061,0.776,2.018,0.585,1.611,-3.499,2.02,-0.486
Greece,48,0,3.637,1.809,-1.205,0.256,-0.873,-0.054,1.538,-0.061,0.776,2.018,0.585,1.611,-3.499,2.02,-0.486
Greece,301,0,1.786,1.312,0.461,0.893,1.088,-0.382,2.453,2.913,1.758,2.015,1.374,2.484,-2.278,2.049,-0.869
Greece,301,0,3.086,2.47,-1.787,0.456,-0.168,-1.124,2.471,2.969,1.455,1.981,1.741,2.498,-1.845,2.071,-0.05
Greece,301,0,3.086,2.47,-1.787,0.456,-0.168,-0.853,3.034,2.969,1.455,1.981,1.741,2.498,-1.056,2.071,1.269
Greece,301,0,2.619,2.143,-1.218,0.901,0.076,-0.532,2.494,2.969,1.722,1.981,1.91,2.498,-1.352,1.77,0.39
Greece,516,0,0.577,-0.672,1.197,1.301,1.076,0.203,2.049,1.867,1.788,2.02,1.737,1.761,-2.05,2.55,-1.745
Greece,516,0,0.577,-0.672,1.689,1.301,1.076,0.562,2.049,1.867,1.788,2.02,1.737,2.479,-2.05,2.55,-1.701
Greece,516,0,0.761,-0.666,1.699,1.312,0.438,0.926,2.487,2.583,2.188,2.007,2.107,2.5,-1.702,2.537,-1.688
Greece,794,0,-1.558,-1.214,0.055,2.047,-0.008,1.515,-1.062,-0.791,-0.437,-1.109,-0.231,-0.444,1.221,-0.471,1.261
Greece,794,0,-1.558,-1.187,0.49,2.047,-0.008,1.515,-1.062,-0.791,-0.437,-1.109,-0.231,-0.117,1.478,-0.471,1.549
Greece,794,0,-1.218,-0.91,0.733,2.047,-0.008,1.515,-1.062,-0.791,-0.437,-1.109,-0.231,-0.117,1.478,-0.483,1.274
Greece,794,0,-0.668,-0.91,1.341,2.047,-0.008,1.515,-1.062,-0.791,-0.437,-1.109,0.14,-0.117,1.211,-0.475,1.274
Greece,794,0,-0.668,-0.588,0.962,2.047,-0.008,1.515,-1.35,-0.791,-0.437,-1.109,0.14,-0.117,1.002,-0.475,1.274
Greece,794,0,-0.636,-0.106,0.962,2.047,-0.008,1.515,-1.001,-0.791,-0.437,-1.109,0.14,-0.117,1.002,-0.204,1.274
Greece,794,0,-0.636,-0.109,1.318,2.047,-0.008,1.515,-1.225,-0.791,-0.437,-1.109,0.14,-0.117,1.002,-0.466,1.539
Greece,794,0,-1.147,-0.384,0.92,2.047,-0.008,1.515,-1.241,-0.791,-0.437,-1.109,0.439,-0.117,1.002,-0.466,1.252
Greece,794,0,-0.853,-0.384,-0.884,2.047,-0.008,1.065,-1.564,-0.791,-0.437,-1.109,0.439,-0.117,1.448,-0.466,0.756
Greece,794,0,-0.853,-0.384,-0.884,2.047,-0.008,1.065,-1.892,-0.529,-0.437,-1.37,0.439,-0.117,1.232,-0.466,0.786
Greece,794,0,-1.533,-1.395,-0.884,2.066,0.284,1.065,-1.576,-0.253,-0.437,-1.469,0.439,-0.117,1.232,-0.472,0.772
Greece,965,1,1.628,2.261,-2.052,-0.521,-2.883,-1.533,-3.43,-3.438,-1.794,-3.183,-1.291,-2.132,1.278,-1.066,1.911
Greece,1160,0,0.309,-0.018,1.736,2.053,1.321,1.545,2.062,2.236,1.372,1.044,1.26,1.951,-0.763,1.307,-1.46
Greece,1468,0,1.977,2.632,-1.098,1.333,-0.018,0.908,0.876,0.625,0.511,0.736,-0.234,1.578,-0.751,0.801,1.856
Greece,1468,0,1.772,1.489,-0.614,2.025,0.239,0.908,0.876,0.625,0.511,0.736,-0.234,0.608,-0.751,0.801,1.557
Greece,1468,0,0.658,0.751,-0.082,2.025,0.239,0.908,0.876,0.625,0.511,0.736,-0.234,0.608,-0.751,0.801,1.557
Greece,1468,0,0.106,-0.535,1.313,2.025,0.107,1.527,0.876,1.21,0.511,0.469,0.138,0.608,-0.401,0.657,1.105
Greece,1468,0,0.106,-0.535,1.313,2.025,-0.369,1.527,0.876,1.21,0.511,0.469,0.138,0.608,-0.401,0.657,1.105
Greece,1468,0,0.106,0.17,0.957,2.025,0.094,1.527,1,1.21,0.511,0.085,0.138,0.608,-0.401,0.657,1.105
Greece,1468,0,0.106,0.54,0.957,2.025,0.128,1.527,0.987,1.21,0.512,0.085,0.138,0.608,-0.564,0.394,1.105
Greece,1468,0,0.106,0.54,0.561,2.025,0.099,1.527,0.563,1.21,0.785,0.085,0.448,0.608,0.023,0.394,1.105
Greece,1468,0,0.096,0.54,-0.931,2.025,0.099,1.114,0.31,1.21,0.785,0.085,0.448,0.608,0.195,-0.411,0.37
Greece,1468,0,0.094,0.54,-0.931,2.025,0.099,1.114,-0.033,1.21,0.495,0.085,0.448,0.608,0.195,0.251,0.37
Greece,1468,0,0.368,0.54,-0.488,2.067,0.439,1.114,-0.023,1.21,0.495,0.103,0.78,0.608,-0.164,0.251,0.844
Greece,1651,0,2.949,3.194,-1.88,-0.356,-2.685,-2.108,-2.733,-2.192,-2.68,-2.739,-1.26,-1.813,1.259,-0.245,0.994
Greece,1660,1,3.641,2.726,-3.788,-2.817,-2.655,-4.106,-4.436,-1.537,-3.504,-1.298,-1.274,-3.439,1.857,-0.889,2.225
Greece,1660,1,3.641,2.726,-3.788,-2.817,-2.655,-4.106,-4.436,-1.537,-3.504,-1.294,-1.255,-3.433,1.857,-0.875,2.225
Greece,3212,0,0.445,0.333,1.381,2.069,1.09,1.531,0.453,2.051,1.367,1.16,1.579,1.34,0.136,0.203,0.588
Greece,7909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,42,1,3.377,0.905,-1.919,-0.217,-1.488,-1.745,-2.454,-3.183,-3.369,-0.756,-1.388,-1.663,0.331,1.03,-1.084
Hungary,42,1,2.799,0.905,-1.76,0.133,-1.488,-1.199,-2.454,-3.183,-3.369,-0.756,-1.388,-1.663,0.091,1.03,-1.13
Hungary,42,1,2.344,0.366,-1.438,0.594,-1.267,-0.082,-3.055,-2.147,-1.894,-0.756,-1.388,-1.663,0.005,1.03,-0.999
Hungary,469,0,0.857,-1.163,-1.161,1.569,1.568,1.251,1.092,1.742,2.176,2.194,0.791,1.8,0.281,-1.207,-0.789
Hungary,469,0,0.707,-0.992,-1.837,1.801,1.568,0.785,1.069,1.742,2.176,2.194,0.788,1.8,0.281,-1.207,-0.789
Hungary,910,0,1.518,-2.176,0.358,1.995,2.856,2.141,0.283,1.912,1.151,2.186,0.539,0.995,1.358,-1.38,-1.323
Hungary,910,0,0.38,-2.525,0.238,1.995,2.474,2.131,0.283,1.912,1.742,2.186,0.751,0.995,1.356,-1.218,-0.793
Hungary,910,0,-0.162,-2.887,0.923,1.995,2.474,2.131,0.283,1.912,1.742,2.186,0.766,1.309,1.079,-1.218,-1.233
Hungary,910,0,-0.765,-2.887,0.124,1.995,2.474,2.131,0.099,1.912,1.385,2.186,0.36,1.309,1.079,-1.321,-0.86
Hungary,910,0,-1.008,-2.92,0.565,2.018,2.478,2.128,-0.18,2.462,1.398,2.179,0.367,1.296,1.379,-1.324,-0.863
Hungary,1294,0,2.302,0.482,-0.526,0.689,-0.637,0.049,-0.008,-1.4,-0.891,-0.537,-1.719,-1.85,-0.157,0.676,-0.688
Hungary,1294,0,1.895,0.804,-1.403,0.689,-1.14,-0.319,-0.008,-1.833,-1.564,-1.251,-1.36,-2.008,0.332,0.676,-0.688
Hungary,1294,0,1.895,0.804,-2.037,0.689,-1.14,-0.347,-0.008,-1.833,-1.564,-1.251,-1.36,-2.008,0.332,0.676,-0.644
Hungary,1408,0,-0.969,-0.438,0.998,0.238,0.965,0.404,-0.246,0.151,1.113,2.188,0.257,0.24,-1.613,1.296,-0.494
Hungary,1408,0,0.119,-0.433,0.83,1.401,0.76,1.505,-0.246,0.151,1.245,2.188,0.47,0.436,-1.102,0.527,-0.075
Hungary,1408,0,-0.519,-0.697,0.846,1.992,0.76,2.117,-0.246,0.358,1.245,2.188,0.498,0.436,-0.748,0.527,0.136
Hungary,1408,0,0.172,-0.644,0.055,1.992,0.76,2.117,-0.486,0.581,1.245,2.188,1.112,0.436,-1.268,0.934,0.462
Hungary,1408,0,-0.304,-0.879,-0.639,1.992,0.468,2.117,-0.756,0.712,1.245,2.188,0.901,0.436,-0.214,0.785,0.307
Hungary,1408,0,-0.172,-0.951,-0.435,1.992,0.753,1.491,-0.365,0.856,1.245,2.188,0.752,0.436,-0.214,0.589,-0.291
Hungary,1408,0,0.874,-0.951,-0.687,1.992,0.835,1.491,0.162,1.044,1.245,2.188,0.752,0.513,-0.753,0.589,-0.488
Hungary,1408,0,0.926,-0.951,-0.687,2.374,0.835,1.491,0.442,1.044,1.245,2.188,0.969,0.513,-0.942,0.614,-0.488
Hungary,1412,1,0.842,-1.199,1.066,1.461,0.26,1.037,-0.031,-1.409,-0.499,-2.462,-1.619,-2.354,0.305,0.876,-1.623
Hungary,1412,1,0.113,-1.453,1.066,1.461,0.129,1.466,-0.031,-1.409,-0.499,-2.462,-0.89,-2.354,0.823,0.916,-1.623
Hungary,1412,1,0.506,-1.106,0.098,1.451,-0.346,0.594,-0.023,-1.951,-1.087,-2.455,-1.293,-2.4,0.501,0.872,-1.039
Hungary,1412,1,1.373,-0.086,-0.179,0.469,-1.004,-0.014,-1.196,-2.175,-1.414,-2.455,-1.293,-2.609,0.501,-0.078,0.079
Hungary,1412,1,1.855,0.052,-1.757,-0.516,-1.127,-0.585,-1.927,-3.178,-1.549,-2.455,-1.293,-2.87,0.954,-0.078,0.726
Hungary,1412,1,1.855,0.052,-1.912,-0.476,-1.568,-0.585,-4.002,-3.178,-2.209,-2.611,-1.293,-2.87,0.954,-0.421,1.335
Hungary,1597,1,2.794,0.793,-2.597,0.048,-2.324,-1.053,-1.806,-3.088,-3.349,-1.005,-1.379,-2.02,1.271,0.494,-1.617
Hungary,1650,0,1.124,-2.371,1.278,1.368,1.832,2.151,-0.193,1.195,1.455,1.206,3.405,1.591,-0.357,1.413,-2.655
Hungary,1650,0,1.124,-2.788,0.614,1.368,1.674,2.151,0.152,1.533,1.455,1.206,3.405,1.591,-0.503,1.298,-1.864
Hungary,1650,0,1.055,-2.788,0.614,1.518,1.674,2.151,0.399,1.533,1.455,1.206,3.405,1.591,-0.649,1.298,-1.864
Hungary,1691,0,1.578,-1.638,0.189,1.998,1.512,1.247,-0.276,0.79,1.198,0.962,-0.091,1.056,0.965,-0.797,-2.523
Hungary,1691,0,0.869,-1.477,0.33,1.998,0.988,2.157,-0.276,0.367,1.006,0.962,-0.631,0.847,1.117,-0.807,-2.523
Hungary,1691,0,0.685,-0.902,-0.297,1.998,0.177,1.513,-0.818,-0.732,-0.539,-0.756,-0.587,-0.265,0.759,0.319,-0.507
Hungary,1691,0,1.109,-0.477,-0.966,1.998,0.027,0.749,-0.818,-0.911,-0.905,-0.94,-0.587,-1.023,0.684,0.058,-0.187
Hungary,1691,0,1.542,0.357,-2.139,1.084,-0.293,-0.115,-0.818,-0.977,-1.288,-0.774,-0.196,-1.023,0.215,0.394,-0.327
Hungary,1691,1,2.089,1.146,-2.077,0.422,-1.498,-0.189,-0.818,-1.294,-1.892,-1.085,-0.604,-1.375,1.111,-0.45,0.37
Hungary,1691,1,2.498,1.051,-3.485,-0.612,-1.662,-0.591,-1.926,-1.787,-2.336,-1.654,-0.604,-1.191,1.482,-0.618,1.438
Hungary,1691,1,2.498,1.141,-3.485,-0.799,-1.829,-0.728,-4.797,-1.992,-2.943,-1.776,-0.604,-1.191,1.598,-1.058,1.92
Hungary,1697,0,1.472,-1.033,0.324,1.988,0.139,0.517,-0.028,-0.627,-1.012,-0.938,-0.539,-1.413,0.378,0.344,-1.442
Hungary,1697,0,0.486,-1.118,0.522,1.988,-0.021,0.896,-0.028,-0.786,-1.012,-0.938,-0.558,-1.413,0.807,0.344,-1.103
Hungary,1697,0,0.118,-1.303,0.804,2.011,0.51,2.13,-0.022,-0.195,0.151,-0.377,-0.544,-1.111,1.029,-0.497,-1.604
Hungary,1697,0,0.211,-1.303,0.804,2.011,0.51,2.13,-0.022,-0.195,0.151,-0.192,-0.544,-0.954,1.237,-0.497,-1.604
Hungary,2458,0,0.558,-2.417,0.059,1.588,2.493,2.146,0.616,2.081,3.016,2.225,1.854,1.8,0.214,-1.141,-1.848
Hungary,3948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,3948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,6366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,6366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,6366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,6366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,224,0,0.131,0.01,1.045,1.113,1.635,1.355,2.12,1.67,1.566,1.633,3.523,0.562,-2.062,1.172,-2.182
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,0.003,1.466,1.658,-0.615,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,1.65,1.466,1.658,-0.615,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,1.682,1.513,1.658,0.697,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,1.682,1.541,1.658,0.697,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,1.68,1.541,1.658,1.804,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,1.68,1.541,1.658,1.804,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,2.744,1.584,1.658,1.804,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,2.744,1.584,1.658,1.804,0.612,2.161,-1.063,1.431
Iceland,363,0,-2.189,-2.091,1.084,1.116,1.671,1.38,0.722,2.744,1.558,1.658,1.804,0.612,2.161,-1.063,1.431
Iceland,457,0,-2.171,-1.643,1.838,1.162,1.63,1.365,1.758,1.664,1.552,1.632,1.826,0.512,0.045,-1.08,1.411
Iceland,457,0,-2.171,-1.643,1.838,1.162,1.63,1.365,1.758,1.664,1.593,1.632,3.553,0.512,0.045,-1.08,1.411
Iceland,457,0,-2.171,-1.643,1.838,1.162,1.63,1.365,1.758,1.664,1.593,1.632,3.553,0.512,0.045,-1.08,1.411
Iceland,457,0,-2.171,-1.643,1.838,1.162,1.63,1.365,1.758,1.664,1.593,1.632,3.553,0.512,0.045,-1.08,1.411
Iceland,457,0,-2.171,-1.643,1.838,1.162,1.63,1.365,1.758,2.758,1.593,1.632,3.553,0.512,0.045,-1.08,1.411
Iceland,457,0,-2.171,-1.643,1.838,1.162,1.63,1.365,1.758,2.758,1.593,1.632,3.553,0.512,0.045,-1.08,1.411
Iceland,457,0,-2.171,-1.643,1.838,1.162,1.63,1.365,1.758,2.758,1.593,1.632,3.553,0.512,0.045,-1.08,1.411
Iceland,494,0,-1.28,-1.261,2.163,1.131,1.622,1.375,-0.224,1.673,1.452,1.647,NA,0.531,NA,NA,NA
Iceland,525,0,-0.809,-1.317,1.373,1.143,1.598,1.343,-0.195,0.947,1.427,1.602,3.542,0.639,-0.948,1.226,NA
Iceland,964,0,-1.327,-1.629,1.761,1.154,1.615,1.392,-0.219,0.891,0.503,1.652,-0.594,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-1.629,1.761,1.154,1.615,1.392,-0.219,1.667,0.503,1.652,0.694,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-1.629,1.761,1.154,1.615,1.392,-0.219,1.667,0.503,1.652,1.814,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-1.629,1.761,1.154,1.615,1.392,-0.219,1.667,0.503,1.652,1.814,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-1.629,1.761,1.154,1.615,1.392,-0.219,1.667,0.503,1.652,1.814,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-1.629,1.761,1.154,1.615,1.392,-0.219,1.667,-0.002,1.652,1.814,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-0.526,1.761,1.154,1.615,1.392,-0.219,2.744,-0.002,1.652,3.492,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-0.526,1.761,1.154,1.615,1.392,-0.219,2.744,0.526,1.652,3.492,0.592,0.074,-1.083,1.43
Iceland,964,0,-1.327,-0.526,1.761,1.154,1.615,1.392,-0.219,2.744,0.526,1.652,3.492,0.592,0.074,-1.083,1.43
Iceland,1224,0,-0.395,-1.323,1.319,1.125,1.608,1.359,-0.252,1.686,1.469,1.569,-0.634,0.629,1.043,0.034,NA
Iceland,1224,0,-0.395,-1.323,1.319,1.125,1.608,1.359,-0.252,1.686,1.469,1.569,-2.3,0.629,1.043,0.034,NA
Iceland,1249,0,-2.16,-1.335,1.369,1.158,1.67,1.397,0.977,1.021,1.532,1.615,0.72,0.598,-1.004,0.033,1.437
Iceland,1249,0,-2.16,-1.313,1.369,1.158,1.67,1.397,0.977,1.694,1.532,1.615,1.814,0.598,-1.004,0.033,1.437
Iceland,1325,0,-2.195,-1.315,1.362,1.157,1.669,1.351,1.027,0.985,1.562,1.69,0.723,0.603,-0.992,2.692,1.429
Iceland,1325,0,-2.195,-1.315,1.362,1.157,1.669,1.351,1.027,1.691,1.562,1.69,1.813,0.603,-0.992,2.692,1.429
Iceland,1396,0,-1.303,-1.6,1.806,1.105,1.593,1.351,1.804,1.691,1.57,1.645,3.54,0.588,-0.974,0.009,0.281
Iceland,1396,0,-1.303,-1.6,1.806,1.105,1.593,1.351,1.804,2.704,1.57,1.645,3.54,0.588,-0.974,0.009,0.281
Iceland,1396,0,-1.303,-1.6,1.806,1.105,1.593,1.351,1.804,1.624,1.57,1.645,1.818,0.588,-0.974,0.009,0.281
Iceland,1396,0,-1.303,-1.6,1.806,1.105,1.593,1.351,1.804,1.624,1.57,1.645,3.482,0.588,-0.974,0.009,0.281
Iceland,1396,0,-1.303,-1.6,1.806,1.105,1.593,1.351,1.804,2.716,1.57,1.645,3.482,0.588,-0.974,0.009,0.281
Iceland,1396,0,-1.303,-1.6,1.806,1.105,1.593,1.351,1.804,2.716,1.57,1.645,1.828,0.588,-0.974,0.009,0.281
Iceland,1396,0,-1.303,-1.6,1.806,1.105,1.593,1.351,1.804,2.716,1.57,1.645,3.504,0.588,-0.974,0.009,0.281
Iceland,2048,0,0.082,-0.521,1.777,1.135,0.933,1.378,1.746,2.747,1.525,1.629,3.552,0.576,1.07,2.582,-0.727
Iceland,2048,0,0.082,-0.521,1.777,1.135,0.933,1.378,1.746,2.747,1.525,1.629,3.552,0.576,1.07,2.582,-0.727
Iceland,2048,0,0.082,-0.521,1.777,1.135,0.933,1.378,1.746,2.747,1.525,1.629,3.552,0.576,1.07,2.582,-0.727
Iceland,2517,0,-1.335,-2.08,1.782,1.131,1.673,1.357,2.622,1.653,1.59,1.659,3.514,0.576,0.05,0.076,-2.191
Iceland,2517,0,-1.335,-2.08,1.782,1.131,1.673,1.357,2.622,1.653,1.59,1.659,3.514,0.576,0.05,0.076,-2.191
Iceland,5454,0,-2.219,-2.108,1.763,1.152,1.634,1.392,2.639,2.719,1.526,1.64,3.571,0.584,1.059,0.002,-0.717
Iceland,5454,0,-2.219,-2.108,1.763,1.152,1.634,1.392,2.639,2.719,1.526,1.64,3.571,0.584,1.059,0.002,-0.717
Iceland,5852,0,0.418,-0.299,1.059,1.142,1.603,1.353,-1.376,1.687,1.614,1.653,3.541,0.583,0.044,-2.209,-2.209
Iceland,7565,0,0.1,-0.545,1.368,1.128,1.642,1.354,-1.445,0.971,-0.497,0.229,-0.589,0.605,0.045,-2.193,1.456
Ireland,4,0,1.995,1.839,1.734,1.116,0.913,-0.493,1.27,1.518,0.734,0.124,0.234,1.368,-1.935,0.458,-1.649
Ireland,4,0,1.995,1.839,1.734,1.116,0.913,-0.446,1.27,1.518,0.734,0.124,0.247,1.368,-1.935,0.458,-1.649
Ireland,4,0,2.476,1.839,1.734,0.871,0.913,0.028,1.27,2.424,0.966,0.617,0.555,2.359,-2.227,0.458,-1.649
Ireland,4,0,2.448,1.839,1.693,0.871,0.913,0.045,1.27,3.124,0.96,0.646,1.12,2.359,-2.227,0.458,-1.649
Ireland,208,0,2.976,2.13,1.332,0.611,0.925,0.689,2.029,0.169,0.961,2.112,-1.149,0.713,-2.609,2.076,-1.959
Ireland,562,0,0.251,-0.779,1.73,1.983,1.539,1.867,1.851,0.778,2.023,0.574,-0.014,1.346,-1.009,1.047,-1.514
Ireland,562,0,-0.016,-0.779,1.73,1.983,1.539,1.867,1.851,1.783,2.023,1.233,-0.014,2.357,-0.832,1.047,-1.514
Ireland,562,0,-0.016,-0.779,1.73,1.983,1.539,1.867,2.562,1.783,2.023,1.233,0.287,2.357,-1.014,1.047,-1.514
Ireland,562,0,-0.016,-0.779,1.73,1.983,1.539,1.867,2.562,1.783,2.023,1.233,0.625,2.357,-1.014,1.047,-1.514
Ireland,562,0,-0.016,-0.779,1.73,1.983,1.539,1.867,2.562,2.453,2.023,1.233,0.933,2.357,-1.014,1.047,-1.514
Ireland,562,0,-0.016,-0.779,1.73,1.389,1.539,1.867,2.562,2.748,2.578,1.233,1.234,2.357,-1.014,1.047,-1.514
Ireland,562,0,-0.016,-0.774,1.73,1.389,1.997,1.867,2.55,3.062,2.578,1.233,1.234,2.357,-1.002,1.047,-1.514
Ireland,924,0,-1.672,-0.995,1.732,2.021,1.949,1.845,2.259,0.782,3.313,2.107,-0.387,1.755,0.891,-0.521,-2.151
Ireland,1055,0,-1.097,-0.697,1.721,1.987,0.733,1.818,1.343,-1.015,0.83,-0.338,-1.121,0.766,0.19,-1.002,0.048
Ireland,1055,0,-1.097,-0.697,1.721,1.987,0.86,1.818,1.343,0.111,0.957,-0.338,-0.392,1.508,0.19,-0.659,-0.228
Ireland,1055,0,-1.097,-0.825,1.721,1.987,0.86,1.818,1.343,0.774,1.418,-0.338,-0.053,1.742,0.19,-0.388,-0.817
Ireland,1055,0,-1.43,-0.69,1.721,1.987,0.86,1.818,2.015,0.777,1.65,-0.338,0.325,1.742,0.376,-0.388,-1.526
Ireland,1055,0,-1.085,-0.69,1.721,1.987,0.86,1.818,2.015,1.081,1.65,-0.338,0.325,1.742,0.376,-0.388,-1.526
Ireland,1055,0,-0.857,-0.69,1.721,1.379,1.05,1.818,2.015,1.673,1.65,0.597,0.325,1.742,0.037,-0.388,-1.526
Ireland,1055,0,-1.093,-0.69,1.721,1.407,1.05,1.818,2.015,1.815,1.65,0.597,0.325,1.742,0.037,-0.388,-1.536
Ireland,1288,0,-1.713,-2.19,1.717,1.979,0.977,1.833,2.013,-0.492,1.292,-0.31,-1.138,0.775,-0.061,-1.01,-0.833
Ireland,1288,0,-2.011,-2.19,1.717,1.979,0.977,1.833,2.013,0.735,1.292,-0.31,-0.416,1.456,0.2,-0.772,-0.833
Ireland,1288,0,-2.011,-2.19,1.717,1.979,0.977,1.833,2.013,1.298,2.001,0.635,0.307,1.766,0.2,-0.772,-1.534
Ireland,1288,0,-2.011,-1.834,1.717,1.979,0.977,1.833,2.013,1.298,2.001,0.635,0.307,1.766,0.2,-0.772,-1.534
Ireland,1288,0,-1.679,-1.834,1.717,1.979,0.977,1.833,2.013,2.134,2.001,0.635,0.307,1.766,0.2,-0.772,-1.534
Ireland,1288,0,-1.679,-1.834,1.717,1.386,0.977,1.833,2.013,2.134,2.001,0.635,0.307,1.766,0.407,-0.772,-1.534
